sentiment,content,at
Positif,Kurang bagus aplikasinya krn tdk semua titik lokasi terdeteksi,2024-12-04 09:59:38
Positif,"layanan cepat, dan jemput sesuai titik. pengemudi ramah.",2024-12-04 09:50:25
Positif,"terimakasih atas layanan terbaik,kami dr luar kota Palembang,pesan taxi langsung datang di antar tempat tujuan dg cepat,Maxim luar biasa......👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍",2024-12-04 09:41:56
Positif,"terimakasih banyak, sangat baik sekali ramah pelayanan",2024-12-04 09:03:29
Positif,"pelayanan cepat,baik dan ramah",2024-12-04 08:59:19
Positif,abangnya keren,2024-12-04 08:57:37
Negatif,"Di apk nya 39.100 eh pas udah sampe ke tujuan jadi 48.600 gabener lama lama ,untung saya bawa uang lebij,coba kalo bawa uang pas gimana nasib nya",2024-12-04 08:55:25
Positif,sangat cepat dan murah,2024-12-04 08:49:59
Positif,apapun jadi lebih mudah pakai apk ini,2024-12-04 08:25:19
Positif,abangnya ramah dan di anter smpe tujuan,2024-12-04 08:22:10
Positif,terima kasih sudah mengantar anak2 ke tempat tujuan 🙏🏻🙏🏻😊😊,2024-12-04 08:19:55
Positif,"pengemudi ramah ,akurasi tepat .",2024-12-04 08:08:17
Negatif,"Suka eror, keranjang gak bisa di pencet, lain kali di perbaiki ya kasian org org yg kelaperan jadi dibuat ribet sama apk kayak gini!",2024-12-04 07:57:06
Positif,terimakasih untuk bapak yang udah ngatar saya semoga rezeki bapak di lancar terus terimakasih tadi ngederin curhat saya pak🥺🥺,2024-12-04 07:49:08
Positif,terima kasih sdh mengantarkan putri saya sampai rumah dgn selamat,2024-12-04 07:25:03
Positif,"sampai tujuan dengan selamat,. mantap",2024-12-04 07:09:21
Positif,"terimakasih kak,pembawaan nya sangat sopan👍👍👍",2024-12-04 07:08:45
Negatif,"Admin maxim,,aplikasi nya kenapa ini, Koq dari kemaren error,",2024-12-04 07:04:50
Negatif,"oke lah apk nii, walaupun pas nelfon masi patah ""suaranya",2024-12-04 07:04:21
Positif,terima kasih sudah mengantarkan saya,2024-12-04 06:55:31
Positif,orangnya asik tau jalan pelayanan mantap,2024-12-04 06:24:05
Negatif,meskipun sudah tau harga nya tetap disertao Nota Harga pesanan dan ongkir sesuai aplikasi,2024-12-04 06:21:29
Positif,pelayanan cepat driver ramah,2024-12-04 06:06:23
Positif,cepat dan tepat waktu dan driver nya ramah-ramah,2024-12-04 05:23:47
Positif,terima.kasih atas pelayananNya,2024-12-04 05:07:16
Negatif,aplikasi sempat lag...dan real time delay servernya...tapi masih terkoneksi...,2024-12-04 05:05:36
Positif,baik kaknya..mksh yah🙏😇,2024-12-04 04:50:44
Positif,driver sopan dan sabar,2024-12-04 04:40:37
Positif,baik dan ramah,2024-12-04 04:30:46
Positif,sopir baik murah senyum dan lembut serta ganteng 👍👍,2024-12-04 04:23:35
Positif,amanah dan CPT mantap,2024-12-04 04:22:41
Negatif,"pelayan sama seperti apk sebelah, tapi lebih terjangkau tarif nya...like it",2024-12-04 03:59:06
Negatif,min bilang ke driver nya helem buat penumpang suruh di upgrade biar lebih bagus dan ga bau🙏,2024-12-04 03:44:54
Positif,sangat menyenangkan..driver ramah dan sopan,2024-12-04 03:34:27
Positif,sangat memuaskan sekali,2024-12-04 03:09:34
Positif,mantap pelayanannya.. cepat respon saat dibutuhkan..,2024-12-04 03:06:20
Positif,baik dan ramah😊,2024-12-04 03:03:25
Positif,"tarif murah, driver sopan",2024-12-04 02:59:57
Positif,pengemudi ramah,2024-12-04 02:56:22
Positif,pelayanan memuaskan,2024-12-04 02:36:01
Positif,sangat ramah dan nyambung di ajak ngobrol..,2024-12-04 02:31:15
Positif,pelayanan baik dan ramah,2024-12-04 02:23:32
Positif,sangat membantu 👍,2024-12-04 02:15:32
Positif,semoga SHT selalu ya Pak..semangat💪💪💪💪,2024-12-04 02:14:39
Positif,sangat membantu,2024-12-04 02:04:50
Positif,mobil bersih pengemudi menguasai,2024-12-04 01:10:34
Positif,"Pelayanan Relatif cepat, ramah, murah",2024-12-04 01:08:17
Positif,Cepat respon dan pelayanan sangat memuaskan,2024-12-04 01:06:38
Positif,best banget harga lebih terjangkau 🤩,2024-12-04 00:49:54
Negatif,Gmn pengen pesan tp gk dapat sdh menunggu 2 jam,2024-12-04 00:27:33
Negatif,Susah banget buat cancel kalo gajadi order,2024-12-04 00:21:34
Negatif,"Aplikasi slalu eror, posisi sopir tidak pernah akurat tidak dapat menjangkau alamat sesuai, padahal di tempat lain alamat saya sudah masuk maps tapi di maxim tidak dapat terdeteksi, sehingga selalu salah titik penjemputan. kasian di sopir dan dipenumpang yg lagi mau jalan buru2 malah makan waktu karna titik jemput yg tidak sesuai.",2024-12-04 00:08:49
Positif,"keren kali, mobilnya baru lagi",2024-12-03 23:17:36
Negatif,argo mahal rute nya dibikin muter jauh bgt kan saya pelajar ni ya kak dengan ongkos 30k skli jln itu berat bgt.,2024-12-03 23:02:24
Positif,terimakasih 🙏pelayanannya sgt baik,2024-12-03 22:59:02
Positif,terimakasih banyak kang 🙏🙏🙏,2024-12-03 22:47:06
Positif,"baik, sabar dan ramah 😊",2024-12-03 22:31:41
Positif,Sangat nyaman memakai aplikasi Maxim,2024-12-03 22:31:03
Negatif,"ok,tapi kurirnya banyak yang ga ramah,trus kalo nganter selalu kejalan yang lebih jauh dari jalan utama.",2024-12-03 22:21:37
Positif,sangat ramah n santun,2024-12-03 22:07:52
Positif,"cepat, tanggap, tepat waktu, ramah",2024-12-03 21:54:21
Positif,ramah baik sopan,2024-12-03 20:56:20
Positif,"ramah, harga sesuai topppp lahh gak nyesel",2024-12-03 19:57:53
Positif,pelayanan sangat cepat,2024-12-03 18:50:09
Negatif,kenapa no hp saya tidak bisa menerima kode login dan di telpon,2024-12-03 17:52:38
Positif,"driver baik dan ramah, bawa kendaraan nya juga nyaman.",2024-12-03 17:16:29
Positif,sangat baik dan ramah,2024-12-03 16:59:42
Positif,"mantap,trima kasih👍👿",2024-12-03 16:05:51
Positif,"sangat membantu , semoga berkah selalu rezekinya pak",2024-12-03 15:55:25
Positif,sangatt Ramah dan baikk,2024-12-03 15:36:46
Positif,Order tepat waktu. terimakasih banyak 🙏,2024-12-03 15:28:58
Positif,"cepat , bagus dan ramah",2024-12-03 15:16:24
Positif,"tepat waktu ,ramah baik smoga sukses selalu mazeh",2024-12-03 15:09:28
Positif,pelayanan nya bagus,2024-12-03 15:08:09
Negatif,"Aplikasi penumpang kok bisa di pakein fake GPS payah banget, pantes banyak order fiktif...!!!! Kerja woy Programmer, kalo gk bisa kerja resign aja Bloggg !!!!",2024-12-03 14:42:07
Positif,pelayanannya memuaskan,2024-12-03 14:39:43
Positif,mengemudi dg aman,2024-12-03 14:12:48
Positif,"sangat bagus, cuman klo bisa car sama delivery nya semoga aja kedepannya sdh bisa di gunakan jga🙏🏼",2024-12-03 14:00:52
Negatif,"tidak ada yang lebih hebat dri driver kali ini,hujan petir pun datang",2024-12-03 13:48:59
Positif,drivernya sangat baik bangey,2024-12-03 13:43:51
Positif,"supirnya ramah, pelayananny baik",2024-12-03 13:38:24
Positif,Alhamdulillah 🤲🏽 memuaskan,2024-12-03 13:37:52
Positif,TKS sudah antar sampai rumah,2024-12-03 13:33:04
Positif,sopirnya ramah. aman sampai tujuan. terimakasih,2024-12-03 13:26:08
Positif,wahh cepat ini,2024-12-03 13:16:51
Negatif,SAYA MELALUKAN PENGODERAN MAXIM CAR DENGAN MENGGUNAKAN METODE MAXIM WALLET DANA TERPOTONG TAPI TIDAK MASUK KE AKUN DRIVER MAXIM DAN MAXIM MEMINTA DENGAN CASH,2024-12-03 13:13:16
Positif,aplikasi nya mantullllllĺlllllllllllll,2024-12-03 13:05:12
Positif,cepat dan amanah,2024-12-03 13:04:54
Positif,driver nya baik,2024-12-03 13:00:21
Positif,"Pengemudi: Rizal Nurhuda dengan Motorcycle, warna biru, nopol E5739BO baik dan ramah.",2024-12-03 12:47:10
Positif,sangat terbaik,2024-12-03 12:46:49
Negatif,driver tidak mau terima orderan driver jual mahal yg harga mahal baru di respon,2024-12-03 12:45:38
Positif,pertahankan bintang yang ada,2024-12-03 12:43:46
Positif,driver sangat baik & menyenangkan,2024-12-03 12:42:17
Positif,"Harga Bersahabat , Hemat & Membantu",2024-12-03 12:39:15
Negatif,Beli makanan harus cas .. Maxim walet ga bisa digunakan... ribet amat... Katrok ga ada kemajuan .. peta juga bertahun tahun ga update,2024-12-03 12:37:36
Positif,Sopir ramah dan mobil nya bersih.,2024-12-03 12:31:22
Positif,baik dan sopan ramah pula drivernya nex klo order pingin dah dpt abang nya lagi😄😄😄😄,2024-12-03 12:12:16
Positif,cepat oke lah,2024-12-03 12:02:19
Negatif,Pengemudi tidak bagus,2024-12-03 11:58:42
Positif,Bagus dalam memilih rute perjalanan sehingga terhindar dari macet. Terimakasih,2024-12-03 11:50:53
Negatif,Berangkat sekolah pake Maxim alamat tujuan SD DEBONG TENGAH malah ke alamat yg tidak sesuai di permintaan tujuan alamat saya jadi khawatir tolong di perbaiki lagi maaf saya beri bintang 1 biar muncul di wall,2024-12-03 11:49:29
Negatif,"pembayaran saya sudah pakai Kaspro, tetapi info driver saldo tidak masuk dan driver minta cash, istri saya di tahan di dalam mobil sampai 1 jam, bagaimana ini, Driver Dengan Plat E 1822 DC A/n Ridwan Karnudin. saya minta foto SIM /KTP agar tidak double bayar tidak mau, saya minta No Rekening infonya ga punya rekening. mohon untuk Kaspro di perbaiki, dan drivernya di perbaiki agar sama² enak, win win sollution.",2024-12-03 11:07:28
Negatif,saya dari kota Mamuju tolong yah klo gua pesan jngan jngan buat kita nambah uang doang buat pengendaranya cepatx datang apa coba begitu terutama mobil sengaja di lama² in biar bisa kita nambah uang percepatx gua nambah juga ndk ad tuh yg datang 😒,2024-12-03 11:06:46
Positif,Pelayanan ramah dan sangat baik,2024-12-03 10:40:31
Negatif,"Ngga terlalu baik.karena banyak yang ga bisa naik motor,naik motornya pada pelan pelan",2024-12-03 10:11:45
Positif,sangat memuaskan,2024-12-03 10:08:40
Positif,"sangat baik, ramah",2024-12-03 10:06:52
Positif,"driver ramah, santun, mengendarai juga nyaman,, 👍👍",2024-12-03 10:02:48
Positif,lebih murah dari yang lain,2024-12-03 09:53:02
Positif,Drivernya baik harus dapet 5 bintang dan membantu harang bawaan pindhan kost,2024-12-03 09:50:08
Positif,"masyaallah drivernya ramah"" dan baik walaupun sudah berusia tapi tetap semangat",2024-12-03 09:34:25
Positif,supir baik ramah senang,2024-12-03 09:33:09
Positif,driver nya cepat dan teliti,2024-12-03 09:26:09
Positif,Parah x sekarang maxim ini.. Susah sekali mencari driver Macam kertas aja kita mau bayar pretlah kalian admin,2024-12-03 09:26:04
Positif,"driver ramah, gak ugal2an bawa kendaraaan",2024-12-03 09:15:28
Positif,pelayanan bagus dan baik dalam pelayanannya,2024-12-03 09:09:36
Positif,sangat membantu,2024-12-03 09:06:35
Positif,memuaskan pelayanannya,2024-12-03 08:45:43
Positif,gerak cepat mantap,2024-12-03 08:26:06
Positif,order telah di penuhi layanan memuaskan,2024-12-03 08:25:33
Positif,"bagus, memuaskan",2024-12-03 08:21:05
Positif,sesuai dengan prediksi,2024-12-03 07:38:10
Positif,om driver baik,2024-12-03 07:29:11
Positif,driver snggt baik,2024-12-03 07:09:34
Positif,pelayanannya baik,2024-12-03 07:09:32
Negatif,Mohon maaf yah utk maxim kurang sekali buat saya . Dia gak mau terima order deket dan lama banget untuk car nya,2024-12-03 06:40:55
Positif,keren sangat membantu 🥰,2024-12-03 06:34:47
Negatif,"Kenapa kupon promo tiba-tiba hangus dalam jangka waktu 7hari dengan sisa saldo yang masih banyak karena baru digunakan untuk beberapa kali order & potongan tarif pun tidak terlalu besar pula, apakah ada S&K yang saya langgar/hal lain?",2024-12-03 06:15:17
Positif,mantap kali abang kurirnya,2024-12-03 05:58:35
Positif,"baik, responsif. terimakasih",2024-12-03 05:39:10
Positif,pengemudinya ramah,2024-12-03 05:37:37
Positif,mudah dan praktis,2024-12-03 05:33:27
Positif,"pelayanan baik, ongkos murah, the best lahhh🥰🥰",2024-12-03 05:31:21
Negatif,tolong sama drivernya diam saja,2024-12-03 05:28:37
Positif,pelayanannya bagus,2024-12-03 05:28:12
Negatif,harus ada foto orderanx makasi,2024-12-03 05:13:28
Positif,baik drever nya terimksh pa bantuan nya,2024-12-03 05:12:48
Negatif,Tidak ada promo,2024-12-03 05:10:43
Positif,Okesip.. pelayanan bagus,2024-12-03 05:04:54
Positif,layanan cepat,2024-12-03 04:52:23
Positif,Terimakasih banyak ya mas 🙏,2024-12-03 04:50:05
Negatif,"aplikasi nya harus terus di perbarui, kadang titik tujuan belum lewat tapi kendaraan sudah lewat 2 sampai 3 kilo",2024-12-03 04:38:16
Negatif,Mesen maxim car udah di naikin 2x lipat biar cepet tetep aja gak ada yg mau nerima pesenannya,2024-12-03 04:19:49
Positif,baik dan cepat,2024-12-03 04:18:53
Positif,makasih ya pak semoga kedepan nya semakin sukses dan ramah selalu,2024-12-03 04:14:30
Positif,om driver baik,2024-12-03 04:10:17
Positif,"bapak Drivernya baik banget, seru di ajak ngobrol, sehat2 dan banyak terus rezekinya pak, aminn",2024-12-03 04:03:01
Positif,pengemudi cekatan sat set,2024-12-03 03:58:49
Positif,"Orangnya ramah, cepat dan tepat",2024-12-03 03:52:17
Positif,Dengan maxim perjalanan lebih cepat dan murah..,2024-12-03 03:48:23
Positif,baik bgt gojek y masa allah segini ujan y,2024-12-03 03:42:20
Positif,"Drive ramah, bersahabat dalam perjalan tujuan sesuai rute mapping.....👍👍👍 TQ dan ngati"" dalam perjalanan ....",2024-12-03 03:39:11
Negatif,aplikasi maxim apakah gangguan? saya tidak merasa meng order driver. tp terpisah sendiri. dan tidak bisa di batalkan,2024-12-03 03:30:16
Negatif,"Driver boleh diberikan edukasi tentang attitude dan tata cara berlalu lintas yang baik ya. Karena saya banyak mendapat driber yang tidak ramah dan ugal-ugalan dalam berkendara motor, suka melanggar lampu lalu lintas",2024-12-03 03:23:35
Positif,"driver nya sangat amanah, dan tepat waktu, pokoknya pelayanan sangat baik, dn ramah",2024-12-03 03:20:24
Positif,aplikasi yg keren,2024-12-03 03:16:02
Positif,abang.nya enakan banyak ngobrol jadi ngga BT,2024-12-03 03:14:37
Negatif,"masalah map cari alamat susah tdk merinci ,",2024-12-03 02:54:25
Positif,Lumayan untuk #memudahkan hidup di Du#nia ini,2024-12-03 02:46:44
Positif,jangkauan q akan lbh mudah bersama maxim👍🙆😍,2024-12-03 02:42:03
Positif,aplikasi ini sangat berguna bagi seseorang yg tidk bisa mengendarai motor,2024-12-03 02:11:06
Negatif,"Alhamdulillah selama saya pesen Maxim,gak pernah lama nunggu nya kebanyakan slalu cepet 🙏☺️",2024-12-03 01:57:19
Negatif,"Maps nya gjls, mn diturunin dipinggir jalan gjls bgt gush instal pliss",2024-12-03 01:50:14
Positif,pertma coba semoga bagus,2024-12-03 01:35:56
Positif,perjalanan nyaman tepat waktu OK,2024-12-03 01:35:03
Positif,"dirvernya oke ,",2024-12-03 01:25:03
Negatif,untuk beberapa lokasi belum ada yang akurat sesuai posisi customer,2024-12-03 01:11:47
Positif,cepat . bagus dan ramah,2024-12-03 00:59:21
Positif,Lama sekali isi kaspro nya...amatir,2024-12-03 00:58:53
Positif,siap cepat ok sip,2024-12-03 00:43:10
Positif,cepat dan tepat,2024-12-03 00:31:03
Positif,driver nya baik dan ramah,2024-12-03 00:28:51
Positif,selalu tepat waktu penjemputan,2024-12-03 00:19:38
Negatif,Maaf bintang saya turunin jadi 3. Maxim kapan di perbaiki Maps nya? Jadi sering mis komunikasi dengan drivernya. Khususnya driver yg belum hapal jalan.,2024-12-03 00:01:04
Positif,sllu tercepat,2024-12-02 23:57:52
Positif,abg nya lucu,2024-12-02 23:48:36
Positif,memuaskan sekali,2024-12-02 23:27:09
Positif,"makasi kang sehat² slalu, , ,",2024-12-02 23:23:40
Positif,kakaknya baik dan ramah,2024-12-02 23:08:30
Positif,gerak cepat mantap,2024-12-02 22:45:26
Positif,semuanya ok ramah,2024-12-02 22:43:07
Positif,"terbaik, cepat bisa di andalkan",2024-12-02 21:39:40
Negatif,"Aplikasi ga jelas,, masak nomer di blokir sama aplikasi nya, sampe ga bisa nerima kode verifikasi",2024-12-02 18:43:47
Negatif,Payah. Kode SMS g masuk2 masuk g dikirim kirim sampai mencapai batas limit. Kodenya mana iniii!!!!,2024-12-02 18:11:48
Positif,"pelayanan sangat memuaskan di jam malam,gampang di cari nya.",2024-12-02 18:06:35
Positif,mantap rekomended driver,2024-12-02 17:29:15
Positif,"pelayanan cepat respon, ramah dan cepat..",2024-12-02 16:55:26
Positif,ramah n enak di ajakin ngobrol,2024-12-02 16:45:50
Positif,terimakasih supir nya baik dan ramah,2024-12-02 16:45:11
Positif,sangat memenuhi kepercayaan bersama,2024-12-02 16:44:56
Positif,"mantap, terima kasih",2024-12-02 16:09:11
Positif,"amanah,sabar,sampai pas tempat tujuan,Alhamdulillah puas,matursuwon",2024-12-02 15:54:58
Positif,mas Maxim nya baik...biasanya kalo ujan ujan gini orderan ke stadion banyak yg minta di cancel....tapi Alhamdulillah mas Maxim yg ini tanpa bla..bla...bla... makasih mas Maxim........semoga orderan nya selalu banyak...,2024-12-02 15:52:23
Positif,"cepat datang, ga lama nunggu. drivernya ramah, saya suka menggunakan Maxim. terima kasih",2024-12-02 15:45:55
Negatif,Maksim payam g berani iklan kan ditv modal padahal suka motongin keringet driver,2024-12-02 15:37:04
Positif,bagus dan ramah,2024-12-02 15:26:44
Positif,"driver nya baik, ramah, sopan.. terimakasih",2024-12-02 15:09:23
Positif,layanan ny baik,2024-12-02 15:03:56
Negatif,"Saldo gk bisa digunakan selain order bike/car,, pese mkanan gk bisa bayar non-tunai,, bagusan GO-PAY, saldonya bisa di tf ke bank/e walet,,",2024-12-02 14:59:05
Positif,Bagus abag driver nya ramah lucu wangi pila,2024-12-02 14:53:11
Positif,"abg Maxim nya ramah tamah, sopan.. cepat dan akurat",2024-12-02 14:40:03
Positif,sangat memuaskan,2024-12-02 14:29:38
Positif,"baik, sesuai intruksi",2024-12-02 14:29:23
Positif,makasih ya mas,2024-12-02 14:02:47
Positif,keren ramah sangat membantu. thankyou bgt mas nya. sehat selalu,2024-12-02 13:47:33
Positif,makasih untuk driver nya baik driver nya,2024-12-02 13:42:06
Positif,ramah dan cepat dalam pelayanan,2024-12-02 13:33:45
Positif,terimakasih memberikan pelayanan antar sampai tujuan,2024-12-02 13:17:13
Positif,"baik, enak ngobrol, santai juga, sip",2024-12-02 13:15:21
Positif,driver sangat baik,2024-12-02 12:55:49
Positif,drivernya ramah bangett,2024-12-02 12:55:23
Positif,oke murah cepat sampe ya,2024-12-02 12:49:55
Positif,sangat membantu,2024-12-02 12:33:49
Positif,sangat ramah dan nyaman bawa motor nya,2024-12-02 12:30:14
Positif,kurir baik ramah dan cepat,2024-12-02 12:28:23
Positif,Sangat tepat waktu,2024-12-02 12:24:58
Negatif,"admin orang lokal atau pusat?? lain kali tolong berikan map rute yg mudah dilalui oleh driver. kasihan drivernya. jan cuma jarak terdekat, tp tidak tau medan. sekali lagi kasihan driver. untung drivernya sabar². semangat buat driver' s",2024-12-02 12:07:22
Positif,sampai tepat waktu.driver nya ramah terimakasih..,2024-12-02 11:16:17
Positif,driver baik dan amanah.sangat membantu.terima kasih.👍,2024-12-02 11:09:45
Positif,trimaksih banyak semoga rejekinya lancar ☺️🙏🤲,2024-12-02 10:35:38
Positif,"krja yg sngt bagus, ramah🤗",2024-12-02 10:33:23
Positif,"pelayanan ok,,,",2024-12-02 10:26:27
Positif,makasih kurir terbaik,2024-12-02 10:16:46
Positif,pengantaran cepat sopan.,2024-12-02 10:14:31
Positif,enak cara bawa kendaraan nya,2024-12-02 10:10:03
Positif,pelayanannya cepat dan kurirnya amanah,2024-12-02 10:06:20
Positif,Sangat nyaman dan cepat,2024-12-02 09:47:22
Positif,sopan dan cepat,2024-12-02 09:25:30
Positif,"pokonya abangnya baik, mau nganterin walau titik lokasi meleset😊",2024-12-02 09:13:11
Positif,selalu jd pilihan yang tepat dalam ber transportasi..,2024-12-02 08:48:27
Positif,"asik orang nya di ajak ngobrol nyambung ,",2024-12-02 08:33:32
Negatif,"Harga pembayaran ber ubah ubah, entah karna bug atau apa~",2024-12-02 08:29:16
Negatif,"cari titik jemput atau tujuan kurang detail,banyak tidak ketemu",2024-12-02 08:27:44
Positif,baik dan ok,2024-12-02 08:09:37
Positif,tepat wkt dan aman,2024-12-02 08:02:35
Negatif,"Tak itung2 potongan topup nya 29% sendiri. kalau mau ada biaya admin ya tagihannya di markup donk, yg awalnya Topup udah di pas2in jadi harus 2 kali topup karna saldo ngga mencukupi karna d potong 29%. Mending kalau masuk saldonya cepet, lama banget lagi. saran sih kalau pakai aplikasi ini mending tunai.",2024-12-02 07:47:43
Positif,terima kasih jas ujan nyaa,2024-12-02 07:31:36
Positif,cepat dan amanah,2024-12-02 07:22:02
Positif,driver sangat baik,2024-12-02 07:06:11
Positif,tiba tepat waktu pelayanan sangatvramah👍,2024-12-02 07:03:37
Positif,Kecewa banget sama pelayanannya. Masa mesan ojek sampai setengah jam ga bisa bisa,2024-12-02 07:02:13
Positif,makasih maxim sangat membantu di kala musim hujan...layanan cepat dan ramah..good luck,2024-12-02 06:57:51
Positif,drivernya ramah,2024-12-02 06:53:57
Positif,"driver ramah, cepat tepat sehat slamat sampai tujuan, Joss 👍",2024-12-02 06:53:33
Positif,sangat baik dan ramah,2024-12-02 06:50:57
Positif,layanan bagus,2024-12-02 06:50:33
Positif,drivernya ramah maksih bang,2024-12-02 06:34:04
Positif,baik dan sopan juga nyaman,2024-12-02 06:24:48
Negatif,Tolong diperbaiki lagi aplikasinya,2024-12-02 06:16:06
Negatif,Apk tdk berguna lomet gk jls fitur didalam smua,2024-12-02 06:11:29
Positif,aplikasi transportasi online yg membantu kebutuhan perjalanan yg terjangkau,2024-12-02 06:08:52
Positif,"pak Iwan, sangat baik, profesional, ramah dan sangat santun, semoga berkah rizki njih pak Iwan dan sehat selalu,Aamiin",2024-12-02 06:03:58
Positif,terimakasih pak atas pelayanannya,2024-12-02 06:02:15
Positif,driver nya baik,2024-12-02 05:40:24
Positif,bapaknya baik dan sopan sekali,2024-12-02 05:20:55
Positif,cepat dan tepat,2024-12-02 05:20:47
Negatif,"driver sok ganteng, padahal manis",2024-12-02 05:11:13
Negatif,saya sering tidak dapat driver saat sudah jam 4 sore arah dari kilo 2,2024-12-02 05:08:04
Positif,ramah sangat baik...sopan. next klw bsa mau order lg top bgt,2024-12-02 04:55:24
Positif,driver baik pelayanan baik aman tenang sampai tujuan,2024-12-02 04:31:02
Positif,baik membantu semuanya,2024-12-02 04:20:02
Positif,"bagus, pelayan lupa sya kasih tip tadi maav ya, karna buru2🙏🙏🙏",2024-12-02 04:16:27
Negatif,"lumayan Bagus' la penjemputan yG cepat Tepat Dan akurat,, Tapi Sayang Si abng Penjemput Ga Septi . gadisediain Helm,, dah Gitu aja' Sih.",2024-12-02 04:16:10
Positif,sangat mudah di gunakan,2024-12-02 04:05:29
Positif,baik dengan tepat juga good job buat abng tampan😁,2024-12-02 03:58:15
Negatif,Mw login aja susah nya minta apun..,2024-12-02 03:48:48
Positif,driver cepat dan tepat mantap,2024-12-02 03:11:01
Positif,"Bagus, harga nya murah dan layanan nya bagus(walaupun kadang 2 orang nya kasar) tapi bagus kok✅",2024-12-02 02:57:15
Positif,mantap cepat dan murah,2024-12-02 02:36:57
Positif,drivernya ramah,2024-12-02 02:25:03
Positif,terima kasih banyak untuk perjalanan yg membuat kenyamanan keselamatan terjamin,2024-12-02 02:18:56
Negatif,Banyak driver cabul,2024-12-02 02:15:02
Positif,"orngnya baek dan rama, cara berkendara dia saya suka. very2 👍good",2024-12-02 02:03:09
Positif,pelayanannya baik,2024-12-02 01:54:39
Negatif,"Sumpah y maxim, drivernya banyak yg gk niat. Maps sering ngawur. Nunggu driver banyak berentinya. Sejam gk nyampe2.",2024-12-02 01:54:24
Positif,nyaman dan baik,2024-12-02 01:48:09
Positif,sangat membantu,2024-12-02 01:41:14
Positif,"pelayanan baik. ramah, sopan",2024-12-02 01:39:06
Positif,baik orangnya good,2024-12-02 01:34:11
Positif,abang nya oke banget pelayanannya,2024-12-02 01:28:33
Positif,"Gilaaaaa drivernya sombong amat, ga Nerima orderan. Padahal udh kesekian kalinya hadeuh. Capek banget nungu",2024-12-02 01:14:25
Positif,Nyaman...aman,2024-12-02 01:13:56
Positif,transportasi paling murah ya,2024-12-02 01:13:17
Positif,terimakasih sudah melayani dengan baik.. m axim mantaplah,2024-12-02 00:52:02
Positif,Ramah dan baik terimakasih Pak,2024-12-02 00:50:46
Positif,supirnya baik dan ramah. terimakasih.....,2024-12-02 00:44:19
Positif,"pelayanan nya nyaman, driver nya juga ramah👍🏻👍🏻",2024-12-02 00:44:01
Positif,trmaksi sangat membantu... saran Maxim car juga bisa aktif biar anak sekola musim hujan bgni kka..,2024-12-02 00:33:31
Positif,pelayanannya ramah,2024-12-02 00:27:14
Positif,cepatt ga pake lama,2024-12-02 00:26:35
Positif,"draiver nya baik,& ramah",2024-12-02 00:26:23
Negatif,"aku install lagi karena mau kirim barang, lebih murah dari 2apk lainnya soalnya,,, semoga sukses terus ya maxim, banyakin titik anter atau jemputnya ya, biar pas, kadang gag ada titik pasnya soalnya kalau di maxim ini😌",2024-12-02 00:22:56
Positif,baik dan tepat waktu,2024-12-02 00:21:10
Positif,"ramah,baik,tepat waktu",2024-12-02 00:19:34
Positif,ramah sopan dan baik dalam pelayanan,2024-12-01 23:57:39
Positif,bguss sangat membantu dan cepat sampai tujuan.makasih Maxim semoga jaya slalu,2024-12-01 23:47:43
Negatif,"Kok gak bisa mesan masa dari tdi gak bisa kebuka² menu pesanan padahal sinyalnya bagus , tolong lh developernya diperbaiki",2024-12-01 23:44:37
Positif,"drever.y ramah, order juga cepat, semuanya baik, tlg dipertahankan ya",2024-12-01 23:35:34
Positif,orang nya ramah abiezzz,2024-12-01 23:33:37
Positif,"Terimakasih pelayanan ok, mudah2an bisa segera pakai uang elektronik",2024-12-01 23:18:03
Positif,"sangat sopan, ramah, ontime terimakasih",2024-12-01 23:10:27
Positif,"jujur, ramah dan ber atribut lengkap",2024-12-01 22:47:50
Positif,cepat murah dan respon driver bagus,2024-12-01 22:36:46
Negatif,"Males nya pake maxim itu cari titik lokasi, yang tadinya mau cepet malah lama ngurusin titik lokasi alhasil pindah lah ke ojol lain",2024-12-01 22:32:31
Positif,sangat baik dan ramah,2024-12-01 21:09:10
Negatif,- aplikasinya anehh mau kalo pesan gabisa ngebatalin pesanan cuman bisa ubah order - jumlah pengemudi di layar kebanyakan padahal drivernya cmn brp org - toko yg di tampilin masa pada tutup,2024-12-01 19:29:10
Positif,ramah dan baik hati,2024-12-01 17:57:18
Positif,driver sangat ramah,2024-12-01 17:50:15
Positif,"driver nya gercepp, terimakasih driver sudah mengantar pasien dengan selamat👍",2024-12-01 17:42:36
Negatif,saya minta tolong kepada driver mencari tambal ban karena ban mobil bocor. jadi saya berputar dan kembali ke titik awal lagi,2024-12-01 17:40:14
Positif,sangat memuaskn,2024-12-01 17:35:14
Positif,"lbh cepat lbh baik,fast respon n mudah untk pemesanannya",2024-12-01 17:21:10
Negatif,"Tolong di ralAt untuk penumpang, kmren saya terima penumpang dengan jarak 5 kilo arah KRMH sakit, 5 org bayarnya 21 rb,, 1 mobill, antar kerumah sakit ,yg byr parkir kita sendiri penumpang tidak mau tau yg penting bayar segitu, tolong ralat lagi",2024-12-01 17:09:23
Positif,melayani dengan sepenuh hati,2024-12-01 16:57:42
