sentiment,content,at
,"Alhamdulillah, dapet driver baik banget. Perjalanannya nyaman.",2024-12-12 06:47:16
,oke aplikasinya sangat membantu,2024-12-12 06:36:36
,"Sangat cepat, pengemudinya ramah",2024-12-12 06:32:54
,"harga 8900 malah disuruh bayar 10000 kan aneh mana drivernya ngebut ga ramah, ga guna anj",2024-12-12 06:28:16
,pelayanan driver sangat terbaik' dn saya sangat merasa puas,2024-12-12 06:13:22
,cepat dan ramah...,2024-12-12 06:12:07
,Telat banget orderan nya malas saya nunggu nya,2024-12-12 06:01:34
,"respon Cepat, Penjemputan Tepat dan Tepat, dan Mengutamakan Keselamatan.. terimakasih... maxim",2024-12-12 05:57:16
,om grabex ramah dan baik,2024-12-12 05:50:12
,selalu suka pake maxim ... selain harga yang terjangkau ... driver nya juga ramah ...,2024-12-12 05:49:37
,pelayanan nya baik ramah. perjalanan nya cepat dan penuh hati2. terimakasih semoga sukses selalu amiiin,2024-12-12 05:42:27
,Lambat mau order makanan susah,2024-12-12 05:38:26
,"semoga selalu murah, dan pelayanan baik",2024-12-12 05:35:00
,peta kurang akurat...beda banget sama gojeg. di perbaiki LG peta nya,2024-12-12 05:31:40
,pelayanan driver sangat baik trimakasih mas driver,2024-12-12 05:24:36
,Tolong diajarin customer mu biar kalau pesan nggak salah titik sama kalau bayar jangan suka kurang tarifnya... customer mu makin aneh2 aja sekarang. saya driver sangat dirugikan...,2024-12-12 05:21:52
,makasih ya mas 🙏,2024-12-12 05:14:45
,orang nya baik banget dan tepat waktu,2024-12-12 05:14:13
,"Udah banyak yg pakai diperbarui dong aplikasinya,yg deket aja ada driver dapetnya kok driver yg jauh😇",2024-12-12 05:05:27
,terimakasih atas pelayanannya...,2024-12-12 05:04:43
,Aman cepat dan engga ngebut,2024-12-12 05:03:51
,ramah terbaik,2024-12-12 04:57:20
,"membantu skali ojek/delivery online, sayang skali sulit sekali untuk dapat driver maxim🙃 setiap order atau pesan apapun pasti lama sekali dpt driver, entah harus dinaikan tarif dll baru m dpt driver 🥺🥺",2024-12-12 04:54:58
,sangat memuaskan.,2024-12-12 04:53:38
,baru 2 hari nyoba lumayan lah datang cepat drivernya,2024-12-12 04:51:39
,sangatttt ramah dan baikk,2024-12-12 04:38:48
,"harga terjangkau, Kendaraan aman dan sopir ramah",2024-12-12 04:37:37
,mksh pak harjuno SDH berkenan ambil orderannya,2024-12-12 04:19:41
,the best sih maxim ini 🥰,2024-12-12 04:17:38
,luar biasa pelayanannya,2024-12-12 04:06:07
,ramah dan sopan,2024-12-12 03:57:05
,terima ksh pak driver.. Moga sehat selalu ngih,2024-12-12 03:56:23
,"sejauh ini saya puas dengan driver nya. mengendarainya bagus ga ngebut, motornya jg bersih, dan sopan juga ramah. semoga semua drivernya begitu jd ibu2 seperti saya merasa aman",2024-12-12 03:56:20
,Saya beri rating 4 karena setiap saya pesan driver masih jauh tapi di notif segera tiba atau driver belum tiba sudah ada notif sudah tiba di tempat penjemputan. Untuk tambahan aja mohon bisa untuk ditambah untuk share photo yang dituju jadi bisa memudahkan driver bila kebingungan untuk mencari tempat penjemputan atau tujuan,2024-12-12 03:54:29
,"Maps nya kurang akurat kdang.2x naik motor Driver eror gak tau jalan, yang parah saya dpt 2x mobil yg sma dan dg kondisi bau mobil yang sangat tidak nyaman d lambung,trun dri mobil otw 🤮🤮🤮. Parah tolong lah d perbaiki biar penumpang nyaman pake apk ini.😑😑",2024-12-12 03:51:29
,drivernya tepat waktu dan sigap👍👍,2024-12-12 03:33:52
,lebih murah lebih fast response,2024-12-12 03:20:22
,terimakasih abng yg baik sangat amanah😎😎,2024-12-12 03:15:21
,"untuk bapak yang anter ak kontrol tadi, trima ksih pak, semoga sehat slalu lancar rejekinya dn hati"" slalu saat bekerja.. 🙏",2024-12-12 02:54:36
,"cepat datang, nyaman. supir nya ramah dan baik",2024-12-12 02:53:48
,"Drivernya keren, Taat sama peraturan lalu lintas",2024-12-12 02:49:22
,penjemputan cepat,2024-12-12 02:43:00
,abang driver nya baik dan sigap membantu sy membawa suami sy yg sakit stroke dan menggunakan kursi roda. trimakasih bang.. smg orderan nya berkah terus yaa..,2024-12-12 02:16:41
,bagus lancar jemput nya,2024-12-12 02:16:25
,maksih bang sudah anterin,2024-12-12 02:16:04
,tepat waktu loss ga rewel,2024-12-12 01:57:28
,sangat membantu,2024-12-12 01:55:54
,terimakasih bayak buat kak yah,2024-12-12 01:54:06
,driver ramah komunikatif,2024-12-12 01:53:40
,driver nya ramah... sukses sll,2024-12-12 01:48:31
,"driver ramah, semoga rejekinya lancar...",2024-12-12 01:30:03
,baru pertama pkai Maxim agak bingung,2024-12-12 01:05:05
,Loading kagak jelas mulu,2024-12-12 00:57:51
,suwun bapak sdh mengantar anak saya kesekolah dengan baik suwun gbu hbu,2024-12-12 00:24:23
,"Order telah dipenuhi oleh: David Aqdi dengan Motorcycle, warna merah, nopol BA4327FW. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-12-12 00:13:01
,mantap pelayanan bagus ... tepat waktu rekomendasi.. driver ramah .. semoga menjadi berkah ya bang,2024-12-12 00:12:08
,orderannya cukup cepat 🙏🏻 terimakasih,2024-12-11 23:07:46
,Drive sangat bagus,2024-12-11 22:05:26
,Alhamdulillah baik dan ramah oranya tepat waktu.....Terimakasih,2024-12-11 20:22:01
,mantap driver nya ramah,2024-12-11 20:12:32
,mantap sekali pelayanan nya,2024-12-11 19:13:02
,"Terimakasih bayak kak, ini orang terlalu sangat baik, semoga lancar rezeki Tuhan lindungi dimanapun kk berada",2024-12-11 18:58:16
,plus lah pastinya,2024-12-11 18:18:31
,"sangat bagus dan tepat waktu, birsih nyaman dan aman. makasih ya mas",2024-12-11 16:08:13
,pelayanan driver sangat baik dan memuaskan sangat puas🤝,2024-12-11 15:51:00
,senang sekali dan mantap maxim,2024-12-11 15:50:45
,ramah dan sopan santun,2024-12-11 15:33:52
,mantap dan bagus,2024-12-11 15:23:26
,"Susah banget dapat kode verifikasi. Saran aja. Jangan menggunakan SMS gunakan WhatsApp juga biar CS yang kehilangan hpnya atau yang menggunakan ESim bisa masuk kodenya, terimakasih",2024-12-11 14:59:10
,"bagus pelayanannya, terima kasih",2024-12-11 14:06:50
,terimakasih sudah mengantarkan sampai tujuan,2024-12-11 13:54:35
,pelayanan bagus,2024-12-11 13:46:18
,"sistemnya cacat banget, top up saldo ga masuk padahal transferan uda berhasil. pas liat ulasan lainnya, ternyata banyak juga yang ngalamin hal yang sama. jadi itu uang kita yang terkirim buat top up kemanaa?? wkwkwk kocak, kalau belum pantes mendinh jangan adain fitur itu dulu, ngerugiin orang lain banget! mana gaada solusinya sama sekali, hadeuhhh sebel",2024-12-11 13:23:20
,"drivernya baik ramah enak di bawa ngobrol,pokoknya Joss👍👍👍👍",2024-12-11 13:01:27
,hati hati di jalan,2024-12-11 12:40:34
,"aplikasi ditingkatkan, jarak jemput kok sampai 2 km kasihan drivernya, rugi bensin.",2024-12-11 12:36:24
,"nyaman, bagus sekali dan sangat menikmati perjalanan",2024-12-11 12:35:47
,Sangat menyenangkan tarif murah,2024-12-11 12:34:23
,sangat puas sekali,2024-12-11 12:33:32
,"baik memenuhi orderan sopan,",2024-12-11 12:33:09
,"Knpa ini min? Aplikasi maxim saya terkeluar pas saya login ulang nmr verifikasi tdk msuk"" ???? Knpa maxim skrng ini,, sdh 2 bln bgini trus???",2024-12-11 12:31:43
,terimakasih banyak mas,2024-12-11 12:31:33
,"baik pelayanannya,memuaskan",2024-12-11 12:31:10
,Tolong dong bagi pihak aplikator terutama di bagian pelayanan kenapa setiap pelayanan food n shop tidak ada yg mau Ini menandakan kualitas maxim masih dibawah rata rata setiap kali saya pesan delivery n food pasti driver gak mau itu berarti kurangnya tutorial dalam menjalankan aplikasi maxim atau pelatihan pengambilan semua order gak ada,2024-12-11 12:29:25
,"maxim lbh murah,semoga semakin baik pelayanan nya...",2024-12-11 12:03:42
,Driver nya ramah,2024-12-11 11:51:42
,walau hujan tetep bisa jemput 👍,2024-12-11 11:44:39
,"pelayanan nya oke, abang supirnya baik, terimakasih Maxim",2024-12-11 11:35:33
,"terimakasih Mas Driver yg baik hati dan ramah, semoga terus diberikan rejeki yg berkah dan lancar, aamiin",2024-12-11 11:31:33
,pelayanan yg baik cepat dan aman menerima pesanan sampai tujuan,2024-12-11 11:19:53
,pelayanannya mantap,2024-12-11 11:11:34
,"driver baik dan ramah,pelayanan memuaskan.makasih maxim",2024-12-11 11:11:07
,pelayanan terbaik 👍,2024-12-11 11:08:00
,"Sorry gw uninstall byk oknum drivernya genit bgt n ga sopan,attitude sangat2 jelek banget bukannya nyaman malah risih. Istri gw sampe trauma",2024-12-11 11:07:59
,termurah dan terramah,2024-12-11 10:33:18
,Terima kasi telah antar kami sampai tujuan🙏,2024-12-11 10:18:36
,Para drivernya ngak konsisten SE enaknya sendiri membatalkan bila dipesan,2024-12-11 10:06:47
,Alhamdulillah perjalanan lancar selamat sampai tujuan,2024-12-11 10:06:10
,sukses selalu untuk drivernya,2024-12-11 10:04:39
,"puas dgn maxim dan supirnya , hrg murah, pelayanan ok.",2024-12-11 09:55:53
,dood abg dia baik sekalai dan ramah sama penumpang,2024-12-11 09:50:29
,sangat membantu,2024-12-11 09:41:30
,Verifikasi nya susahh bgt,2024-12-11 09:40:12
,Alhamdulillah Drivernya ramah banget,2024-12-11 09:37:19
,sangat membantu,2024-12-11 09:33:38
,pelayanan baik🙏,2024-12-11 09:31:45
,"Kaa..aku abis mngunakan Maxim pas mau cek riwayat di orderan pemesanan tiba"" muncul masukan no TLP dan kode promo pas saya lanjutkan ada yg kirim kode ..saya masukin lgsung biar bisa masuk ke akun Maxim yg orderan itu..apa itu bner"" dr aplikasinya yg kirim otp nya saya tkutnya penipuan soalnya no nya aneh yg chat wa saya",2024-12-11 09:26:47
,"datangnya cepat, gak nunggu lama",2024-12-11 09:14:29
,Maxim selalu mahal dari grab..mahal bukan apa selalu minta up je..kalah2 grab Kalau tida di up langsung tida ambil!!!! Bagus lagi guna grab dari Maxim!!!,2024-12-11 09:14:29
,pelayanan nya baikk,2024-12-11 09:03:42
,Terima abang sudah antar ibu saya sampai depan lobby,2024-12-11 08:53:43
,tepat waktu dan sopirnya ramah,2024-12-11 08:48:31
,drivernya humble serta mobilnya bersih dan wangi,2024-12-11 08:47:15
,semangat bekerja bro,2024-12-11 08:42:35
,pelayanan nya bagus cepat sampai tujuan,2024-12-11 08:26:56
,"Puas menggunakan Maxim.. Pengemudinya ramah, mobilnya bagus-bagus.. Hanya saja menunggunya agak lama..",2024-12-11 07:56:51
,"harganya terjangkau dari pda yang lain....tapi maps nya perlu di benahi soalnya carii titiknya kadang gaada....kasihh fotoo dongg biar enak ngasii ancer"" nya semoga segera diperbaiki 🙏☺️",2024-12-11 07:53:21
,Aplilasi ini cukup bagus dan baik. Tpi mgkin masih mau updeting ketika ada link alamat maps yg dikirim itu bisa lgsg ditelusuri dan sebisa mgkin ada tempat utk updload foto ke obrolan antara driver dan pengguna. Spy lebih cepat dan cukup efisien lg.,2024-12-11 07:38:19
,pelayanan ramah dan mau menjemput padahal jaraknya jauh sangat rekomendasi sekali,2024-12-11 07:26:30
,terimakasih bng Maxim telah mengatarkn kami ke t4 tujuan dengan selamat...,2024-12-11 07:23:44
,harga nya sesuai kantong kaum mendang mending,2024-12-11 07:16:43
,cepat.. harga ok,2024-12-11 07:10:39
,trimakasih udah ngantar dengan slamat,2024-12-11 07:06:24
,"driver sering gak datang, mending pake indriver yg tarifnya lebih murah",2024-12-11 06:57:40
,driver nya ramah sopan dan baik hati,2024-12-11 06:51:00
,Oke mantap 👍 terima kasih atas kinerjanya 😉,2024-12-11 06:39:34
,"Dapet driver di ongkir nya 11900 jadi 16900, karna yang naik bukan saya tapi mamah saya jadi mmh saya di minta lebih. Bukan karena uang nya tapi ko bisa gtu? Untung mmh saya pegang uang pas pulg nya. Dan di aplikasi riwayat nya menghilang saya lupa namanya dan plat nya.",2024-12-11 06:27:27
,"maksih pak mantap maap ya tak ajak kebut""an sama waktu",2024-12-11 06:21:50
,TOLONG DONG MANAGEMEN MAXIM DI UPDATE LG AKURASI MAPS NYA BIAR SINKRON. BIAR GAK ADA DEBAT SOAL CUST & DRIVER SOAL TITIK JEMPUT YG MASIH GAK SESUAI. CAPEK JG LAMA2 ANTER JEMPUT AJAH PAKE RIBUT MULUT MULU!,2024-12-11 06:19:42
,baik dan ramah. terimakasih,2024-12-11 06:17:07
,"Sangat2 murah sekali,,, di bandingkan sebelah.... Maxim semoga sukses selalu",2024-12-11 06:03:03
,orang nya sangat ramah,2024-12-11 05:56:53
,pas di sekolah ada event sama maxim bisa pulang gratiss deh,2024-12-11 05:53:54
,Sangat cocok untuk Anda yang ingin dicapai dalam waktu singkat akan,2024-12-11 05:43:43
,enak banget pakai maxim... cepat nerima ordernya,2024-12-11 05:43:09
,aku suka aprikasih ini,2024-12-11 05:36:23
,"terimakasih pak hati""dijalan",2024-12-11 05:33:57
,baik drivernya,2024-12-11 05:31:03
,pelayanan istimewa,2024-12-11 05:30:36
,"TOLONG DI BACA BIAR PAHAM . kekurangan maxim = Maps dan Kaspro dan harus tunai (tergantung si driver) dan buat penumpang kalau mau cepat kan ada pilihan BIKE DAN BIKE EXPRESS ,kalau mau cepat pesan yang EXPRESS standarnya 40km-50km Normal diatas 50km-60km sudah masuk Express, masa udah mau cepat pakai BIKE bayaran normal seengga nya lebihin dikitlah biar manusiawi, terkadang setiap driver beda2 sifat jadi mohon sabar,( komunikasi itu penting) minimal kasih saran ke driver biar paham,jangan diem.",2024-12-11 05:20:55
,alhamdulillah secepat kilat dan pelayanan nya bagus,2024-12-11 04:54:18
,"suka dgn drivernya,,gak bribet, no neko neko, no call sampe dgn cpt, dan amanah.",2024-12-11 04:36:38
,"sigap,tanggap,sopan,cepat",2024-12-11 04:13:28
,bagus sih murah cuma nunggu datang lamaaa sekaliii.,2024-12-11 04:12:47
,Setelah update banyak erornya,2024-12-11 04:11:24
,Aplikasinya Keren. Murah dan Terjaukau,2024-12-11 04:11:13
,rute penjemputannya masih jauh - jauh. kasihan drivernya. tolong di perbaiki. semoga bermanfaat,2024-12-11 03:54:02
,sangat baik dan ramah,2024-12-11 03:34:07
,"abangnya ramah, dan walaupun enak diajak ngobrol,Abang tetap fokus berkendara.. semangat bang",2024-12-11 03:24:45
,sy SDH daftar sbg driver kok TDK BS masuk aplikasi drivernya mohon info,2024-12-11 03:15:26
,"oom nya baik, ngomongnya lembut, walau brewokan (kata anak saya)😁",2024-12-11 03:04:03
,mesin bagus 4 orang cepat,2024-12-11 02:52:32
,Tolong dong aplikasi nya di up lagi supaya kita tidak kesulitan untuk mendapatkan lokasi tujuan yang kita inginkan. Rasa nya sangat meresakan ketika lokasi yang kita inginkan itu harus nentuin sendiri titik lokasi tujuan nya melalui peta,2024-12-11 02:50:20
,udh mantap sih pas di kntong cm map y yg kurang akurat kordinator y kurang lngkap nyari di Bekasi map y ke cirebon² jauh bgt,2024-12-11 02:22:33
,Terimakasih sudah membantu sy dngn baik dn ramah,2024-12-11 02:19:40
,penjemputan cepat,2024-12-11 01:58:53
,"Order telah dipenuhi oleh: Muhammad Fikri dengan Motorcycle, warna hitam, nopol KT2740IJ. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐⭐(4.95)",2024-12-11 01:58:51
,driver nya pelayanan nya bagus banget ramah juga supirnya,2024-12-11 01:54:42
,"Pas isi saldo wallet nya lama sampai setengah jam, tuh potongan nya 2k,minimal perbaiki lah pembayaran non tunai tuh 👎👎👎👎",2024-12-11 01:51:01
,tercepat dan terbaik sejauh ini,2024-12-11 01:34:46
,sangat baik dan ramah 😀😀,2024-12-11 01:33:37
,"Ternyata pakai Maxim irit banget, Baru pertama kali pakai langsung suka..Terimakasih Maxim",2024-12-11 01:27:31
,"Saya kasih bintang 4 , lumayan karena ada saja orang bikin agak kecewa",2024-12-11 01:23:17
,"ramah, aman dan cepat",2024-12-11 01:18:40
,"nice driver, ramah, motornya nyaman",2024-12-11 01:09:05
,drivernya ramah dan perjalanan sangat memuaskan,2024-12-11 01:03:27
,mantap drivernya,2024-12-11 01:02:23
,"Selalu setiap besan, driver minta di batalin karna ini lah itulah. Ga ada fitur tolak orderan apa ya, kadang kita repot pesen berkali²",2024-12-11 00:59:12
,Driver ramah mantap,2024-12-11 00:56:55
,Pelayanan nya baik.,2024-12-11 00:28:55
,"Utk aplikasi maxim, tolong di upgrade spy bisa bayar pakai ovo. Soalny rata² driver susah sekali kalo kita minta byr pake ovo atau tf.",2024-12-11 00:22:32
,good sangat membantu,2024-12-11 00:17:56
,driver ramah dan murah,2024-12-10 23:36:24
,Untuk daerah bontang kaltim para driver tdk mau mengambil orderan dengan hrga yg sudah tertera yg menurut mereka masih murah. Mungkin para driver sudh sepakat semua. Mohon dibenahi agar tidak menyulitkan para konsumen kalangan menengaha kebawah🙏,2024-12-10 23:32:23
,tepat waktu juga santai bawa kendaraan g laju2,2024-12-10 23:28:25
,bagus banget dan murah muach,2024-12-10 23:20:44
,"driverx sopan dan ramah, saya suka sekali",2024-12-10 23:02:40
,"Awal make biayanya terjangkau, sekarang jadi mahal bgt apalagi untuk mahasiswa seperti saya Dulu biaya transportasi mobil mentok di 12k, sekarang udah naik jadi 17.100 dan para driver ngambilnya 18k Gimana dahhh",2024-12-10 23:01:31
,"pengemidi ramah, cepat dan sopan",2024-12-10 22:50:31
,Maxim membantu aku untuk pergi kemna saja,2024-12-10 20:44:11
,nyaman dan cepat,2024-12-10 17:40:50
,bersih .dan cekatan .mau bantu penumpang,2024-12-10 16:45:18
,okelah untuk drivernya,2024-12-10 15:34:51
,pelayanan ok,2024-12-10 15:12:43
,"Mantap pokoknya drivernya rata rata anak muda ganteng, sopan dan ramah",2024-12-10 14:57:54
,sopir ramah baik,2024-12-10 14:54:42
,"Sedikit saran, tolong notif antara CS dan driver di buat masuk walaupun kondisi CS di luar aplikasi maxim Supaya driver mudah dan CS mengetahui bahwa driver sudah tiba/tidak pas dengan titik yg di tentukan🙏🙏🙏",2024-12-10 14:50:15
,sangat ramah dan baik,2024-12-10 14:39:09
,"Tolong dong buat para driver maxim jangan suka pilih2 tarif Tidak semua orang yang order maxim itu orang kaya yang tarif nya harus di tinggiin Ada yang uang nya pas2an pengen pulang kerja pesen maxim mentang2 pasang tarif nya rendah,gak asa driver yg mau ambil orderan. Jangan begitulah kalian. Saling bantu aja,klo kalian pilih2 konsumen yg pasang tarif nya tinggi yg kalian ambil,mending jangan jadi driver maxim,tapi jdi ojek biasa aja,biar bisa pilih orderan mana orang kaya dan mana orang miskin",2024-12-10 14:32:55
,trimks sudah membantu mau ngantar berkas nya,2024-12-10 14:28:19
,Sangat membantu,2024-12-10 14:25:23
,tidak dapat kejelasan alamat 🙏,2024-12-10 14:00:28
,deliver ya ramah sekali pusik LG mobilya baik sekali 👍👍👍👍,2024-12-10 13:56:28
,terima kasih banyak,2024-12-10 13:52:36
,baik .ramah sehat sehat pak😃,2024-12-10 13:51:41
,cepat dan nyamann maxim memang toppppp bintang 5,2024-12-10 13:45:24
,driver baik ramah,2024-12-10 13:40:54
,mantab. ramah. kecepatannya sedang.,2024-12-10 13:04:28
,pelayanan cepat dan ramah,2024-12-10 13:02:05
,drivernya ramah.. 👍,2024-12-10 12:58:58
,pengemudi ramah sopan,2024-12-10 12:46:51
,"Mantap, nyaman dan baik drivernya",2024-12-10 12:42:08
,Terima kasih maxim,2024-12-10 12:25:12
,Sistem map buruk,2024-12-10 12:24:30
,"mobilnya nyaman , bersih , dan drivernya ramah",2024-12-10 12:13:46
,Aplikasi tidak ada opsi cancel order,2024-12-10 11:50:43
,baik aman dan sesuai lokasi,2024-12-10 11:49:31
,sopan dan tiba sangat cepat,2024-12-10 11:44:01
,"maxim wallet nya mungkin boleh diperbaiki lagi yaa, lalot banget, saya isi saldo dari mbanking ngga masuk semua. selalu pakai Maxim karena murah. tapi Maxim wallet nya menggangu, tidak tau mau lapor kemana. coba di benahi lagi, terakhir saya ini sekitar 15. 000 yang masuk di Maxim wallet cuman 8 ribu, aneh banget. dan sampai sekarang ngga belum masuk tuh sisa saldo. tolong dibenahi lagi yaa. soalnya ini kasus bukan pertama yaa",2024-12-10 11:42:33
,"super sekali,ramah dan dan sopan",2024-12-10 11:33:08
,dapat teman baru😁😁,2024-12-10 11:29:22
,bawa motornya OK,2024-12-10 11:27:48
,Ada masalah degan aplikasi inih pelayan nan yah ga bagusmatakyah aku kasih bintang 1🤬🤬🤬🤬🤬,2024-12-10 11:27:15
,"Order telah dipenuhi oleh: Muflihandi dengan Toyota Calya, warna hitam, nopol BK1035YAM. Terima kasih atas perjalanan Anda! Rating ⭐⭐⭐⭐(4.00)",2024-12-10 11:23:31
,rispeck walaupun hujan mereka selalu terimah dan mau bantu belikan Makanan juga,2024-12-10 11:19:13
,drivernya baik banget,2024-12-10 11:10:33
,bapaknya sabar kalem semangat biarpun hujan🙏🙏🙏🙏💪💪💪👍👍👍,2024-12-10 11:07:39
,pelayanan sopir yang sangat ramah,2024-12-10 11:06:29
,pengemudi ramah dan baik,2024-12-10 10:59:49
,ramah dan sopan,2024-12-10 10:58:54
,sangat membantu,2024-12-10 10:35:18
,layanan terbaik,2024-12-10 10:33:09
,oke driver nya ramah mantap,2024-12-10 10:33:05
,"respon cepat,abngnya ramah langganan Maxim gak rugi 👍👍👍👍👍",2024-12-10 10:16:39
,"Padahal ya di aplikasi banyak mobil kosong, tp pada gak mau ngambil, aneh driver klo ga mau ngambil orderan harusnya ga ush d aktifin aja aplikasi nya .",2024-12-10 10:13:51
,ramah. bawa motornya tidak ngebut,2024-12-10 10:13:42
,fast respon siip,2024-12-10 10:12:48
,pelayanannya bagus,2024-12-10 09:57:01
,Maxim kok pengemudinya lama yang konfirmasi orderan ini aplikasi percuma,2024-12-10 09:47:57
,driver sangat baik,2024-12-10 09:43:24
,Bang ojo nya sopan dan orang yang bisa diajak ngobrol tidak jutek dan sopan,2024-12-10 09:39:33
,Tolong kasih fitur foto dong kasian driver yg gatau suka nyariin lokasi,2024-12-10 09:30:15
,sangat baik dlm berkendara driver sangat ramah,2024-12-10 09:22:57
,mantap banget cepat,2024-12-10 09:15:45
,sopirx baik... dalam berkendara hati2..Maxim the best,2024-12-10 08:47:30
,"Draver nya pda gak jelas , brpa kli order minta di batalin semua",2024-12-10 08:38:50
,"Kenapa Map-nya suka ga terbaca ya, sehingga titik penjemputan nya kadang drivery jauh dr titik penjemputan",2024-12-10 08:07:58
,"drivernya ramah,sopan",2024-12-10 07:57:10
,lebih murah di banding tetangga sebelah,2024-12-10 07:54:08
,Ni di buka rute ketika mw lacak driver ya ga bisa.. Tlg di perbaiki,2024-12-10 07:47:25
,"cepat tanggap, TDK menunggu terlalu lama",2024-12-10 07:35:15
,"drivernya ampas ga punya sopan santun, mending gojek/grab. udah dilaporin lewat cs jawabannya malah gabisa menemukan jawaban untuk hal itu. sampah banget cs sama drivernya.",2024-12-10 07:34:52
,driver bagus dan bertanggung jawab,2024-12-10 07:30:03
,mantap buat Maxim pro,2024-12-10 07:27:12
,"Cepat, ramah, dan cukup membantu",2024-12-10 07:04:17
,sangat membantu,2024-12-10 06:58:19
,"10 desember 2024 jam 13.40, maxim car L atas nama marjak plat BA 1069 IB. Pemalakan kepada penumpang, saya memesan maxim car L dgn tujuan angkut barang, kenapa saya tidak memilih cargo karena jarak yg sangat dekat dan ingin sekali bawa barang saja, ongkos di aplikasi hanya 17.800... Awalnya karna barang penuh saya inisiatif memberi 30.000, bapakny tidak saya minta untuk membantu angkut atau bongkar. Namun saat membayar bapak Marjak itu memaksa untuk ongkos 50.000, padahal isi mobil hanya barang",2024-12-10 06:55:31
,sangat ramah dan respon cepat,2024-12-10 06:54:33
,"driver nya ramah,sabar makasih ya pak sehat"" ya pak🙏🙏🙏🙏🙏",2024-12-10 06:44:19
,"Aplikasi payah , driver nya pilih pilih",2024-12-10 06:44:18
,"apk jelek, percuma panjang lebar org komentar tp ga ada perbaikan",2024-12-10 06:43:28
,Maxim sekali order gk bisa dibatalin 🤣,2024-12-10 06:42:28
,terimakasih pelayanannya sangat memuaskan,2024-12-10 06:16:39
,"Maxim skrg gjls, lama datang nya, udh ditungguin sesuai titik malah gk datang, kecewa bgt padahal saya sering pakai tapi untuk skrg ngk lagi, mohon diperbaiki layanan nya karena kami pesan maxim sering kali sedang terburu2",2024-12-10 06:12:58
,"Aplikasinya sangat bagus, murah lagi dibnding sama go*ek atau gr*b. Tp mohon maaf, susah amat mau top up saldo. Herman sy! . Tadinya mau top up supaya tinggal cus cus aja kalo pergi. Biar gak ribet buka dompet. Tp ampun deh susah banget top up nya. Mohon diperbaiki ya. Trmksh",2024-12-10 06:12:04
,Kenapa gk bisa login lg gk jelas,2024-12-10 06:06:44
,dapet driver sama terus karena program driver terbaik.. Buruk...,2024-12-10 05:47:06
,pokoknya sip lah,2024-12-10 05:43:13
,pelayanan yang baik,2024-12-10 05:28:12
,Driver nya tepat waktu.,2024-12-10 05:14:00
,driver nya ramah👍,2024-12-10 04:53:52
,"lancar dan aman pakai jasa angkutan cargo dlm kota, yg penting konsumen beri keterangan barang dan alamat jelas. 👌",2024-12-10 04:44:34
,aman dan tepat,2024-12-10 04:27:10
,sangat membantu,2024-12-10 04:25:16
,terima kasih layanannya,2024-12-10 04:12:04
,sangat ramah dan tepat waktu,2024-12-10 04:07:58
,"Maps nya aneh,dari planet mana kali nih mapsnya.susah bgt mau pesannya tuh,mending pesan yg aplikasi ijo biar kata LBH mahal,tp ga buat pusing cari2 mapsnya,",2024-12-10 03:55:07
,tidak mendapatkan pengemudi selama 1 jam,2024-12-10 03:51:38
,"Driver kooperatif, sepanjang jalan ngobrol terus",2024-12-10 03:43:27
,"Mau pesen makan di aplikasi aja susah minta ampun, rekomendasi tempatnya saya di cikarang masak direkomendasikan RM yg ada di medan, trs chartsnya suka ngeblank, ga muncul². Tampilan aplikasinya cupu, titik tujuan suka ngaco.",2024-12-10 03:37:37
,sangat membantu. pastinya murah hemat dikantong.. ❤️,2024-12-10 03:19:53
,biar bintang yg berbicara,2024-12-10 03:07:01
,pengiriman cepat,2024-12-10 03:03:36
,kurirnya ramah dan pengantarannya cepat,2024-12-10 03:02:30
,sangat memuaskan,2024-12-10 03:00:50
,drivernya tau jalan,2024-12-10 02:58:08
,"cukup bagus pelayanan, sekali pesan,kami menunggu tdk terlalu lama bolak dan balik pergi pulang! sukses selalu🙏",2024-12-10 02:56:11
,Pengemudi ramah dan menyenangkan,2024-12-10 02:35:49
,"Pengalaman pertama naik maxim.... Mudah bgt aplikasi di gunakan dan juga murah. Tidak ada hari sibuk, hujan, panas harga tetap murah. Pertahanan ke the best n mu maxim 😍",2024-12-10 02:28:20
,mantap pokoknya,2024-12-10 02:26:27
,Saya tidak menyarankan menggunakan maxim karna pengendara lama menjemput penunpang. Ketika dibatalkan driver tidak cek aplikasi lalu main minta uang sbg pengganti bensin. Sangat disayangkan.,2024-12-10 02:22:29
,mantap + memuaskan,2024-12-10 02:17:52
,mantap baik maxim nya,2024-12-10 01:43:17
,"mapnya tolong di update, suka susah buat cari lokasi tujuan",2024-12-10 01:42:54
,sangat membantu,2024-12-10 01:41:08
,drivernya baik banget,2024-12-10 01:40:27
,sangat baik respon dan gercep dan bertanggung jwb .👍👍,2024-12-10 01:25:19
,Sangat Bagus sekali,2024-12-10 01:09:13
,sangat memuaskan,2024-12-10 01:07:58
,Ini kenapa ya kaspro nya kok di isi saldo malah saldonya berkurang pdhl belum dipake,2024-12-10 00:49:13
,Driver nya selalu ga beres ga pernah beres🔥👎,2024-12-10 00:44:06
